wid,predicted_category
5430,enjoy_the_moment
731,leisure
953,achievement
3105,affection
670,affection
4528,affection
1118,achievement
2940,enjoy_the_moment
3549,affection
200,enjoy_the_moment
1888,enjoy_the_moment
1541,achievement
3161,exercise
746,bonding
7268,achievement
6089,affection
655,achievement
520,nature
5379,leisure
6112,enjoy_the_moment
10924,achievement
9148,enjoy_the_moment
1182,affection
1407,leisure
18,affection
1360,leisure
4631,achievement
945,enjoy_the_moment
10261,achievement
1150,achievement
541,affection
2551,enjoy_the_moment
12883,affection
3017,achievement
1918,affection
105,enjoy_the_moment
13255,achievement
6611,affection
11514,affection
1793,leisure
4314,bonding
447,enjoy_the_moment
829,enjoy_the_moment
5900,affection
11055,exercise
409,enjoy_the_moment
12311,affection
10720,achievement
683,exercise
2448,enjoy_the_moment
839,enjoy_the_moment
13197,affection
165,achievement
998,leisure
133,achievement
381,achievement
1640,leisure
384,affection
285,bonding
209,achievement
1071,achievement
1449,affection
550,nature
1464,achievement
433,affection
179,affection
169,affection
2131,bonding
2580,affection
2871,affection
836,leisure
48,leisure
3764,affection
3194,achievement
291,affection
2336,leisure
9678,affection
1853,bonding
1338,achievement
9719,achievement
2587,affection
833,affection
3923,affection
7262,affection
4943,leisure
134,affection
1277,achievement
3568,achievement
887,affection
9373,affection
162,achievement
2889,bonding
2188,affection
12899,affection
2341,nature
3913,affection
28,achievement
1371,affection
2449,affection
1325,affection
8294,affection
7231,enjoy_the_moment
5756,achievement
1788,bonding
585,achievement
768,affection
1604,achievement
1211,achievement
277,achievement
385,achievement
2149,enjoy_the_moment
2695,affection
1995,enjoy_the_moment
72,affection
897,achievement
1733,leisure
2175,affection
393,affection
1489,achievement
533,enjoy_the_moment
11425,affection
10019,leisure
84,affection
1226,affection
2147,affection
3696,achievement
6464,affection
1901,achievement
4783,achievement
401,affection
1266,affection
2485,achievement
5357,enjoy_the_moment
523,leisure
59,bonding
5,affection
453,achievement
1102,bonding
1699,bonding
331,achievement
432,affection
8022,affection
87,nature
478,achievement
279,achievement
140,leisure
11809,bonding
395,leisure
3070,affection
7852,achievement
109,achievement
2858,affection
295,achievement
6666,bonding
1999,bonding
978,bonding
12643,leisure
3534,achievement
10185,bonding
671,enjoy_the_moment
1146,enjoy_the_moment
10155,affection
5888,affection
1158,affection
8315,achievement
1843,achievement
1638,bonding
1715,enjoy_the_moment
1018,bonding
1120,affection
7000,bonding
9983,achievement
7399,enjoy_the_moment
2225,bonding
8129,affection
5231,affection
240,affection
8985,leisure
10091,enjoy_the_moment
2291,enjoy_the_moment
12033,affection
10929,achievement
5104,affection
5330,achievement
343,affection
13543,affection
373,achievement
389,affection
1296,bonding
1015,affection
383,affection
2806,achievement
145,affection
8639,achievement
6871,affection
8701,achievement
2208,achievement
10886,affection
3073,affection
766,leisure
755,leisure
987,achievement
5128,achievement
120,bonding
131,leisure
619,affection
1201,leisure
563,achievement
1017,nature
6191,enjoy_the_moment
12990,affection
3388,enjoy_the_moment
1944,affection
1514,affection
1029,leisure
9638,enjoy_the_moment
1106,leisure
7181,achievement
113,affection
3212,affection
3083,achievement
607,enjoy_the_moment
2169,affection
3077,leisure
351,achievement
1607,enjoy_the_moment
3014,achievement
1360,bonding
2540,leisure
1729,achievement
326,enjoy_the_moment
247,achievement
195,achievement
11842,leisure
2679,achievement
2053,leisure
128,achievement
772,affection
2817,bonding
596,affection
865,achievement
685,affection
1532,achievement
47,affection
1078,enjoy_the_moment
13194,affection
820,affection
3678,achievement
4603,leisure
2070,achievement
384,achievement
16,affection
6584,affection
1981,achievement
361,leisure
11910,affection
10127,affection
1296,affection
3196,affection
239,affection
272,affection
741,achievement
31,enjoy_the_moment
1216,achievement
217,affection
131,achievement
1636,affection
4894,achievement
1226,affection
1007,achievement
834,enjoy_the_moment
58,enjoy_the_moment
1202,achievement
1,affection
5310,bonding
147,achievement
2636,affection
105,enjoy_the_moment
4,affection
4129,affection
1473,affection
330,achievement
726,achievement
46,exercise
836,affection
6190,affection
4081,achievement
1306,achievement
5136,affection
11343,affection
2072,enjoy_the_moment
10202,bonding
3291,achievement
1330,affection
3225,achievement
11611,affection
9734,affection
618,leisure
1377,achievement
245,enjoy_the_moment
1668,leisure
8491,enjoy_the_moment
4138,achievement
143,achievement
6,affection
271,achievement
2977,affection
1068,nature
1289,achievement
1225,enjoy_the_moment
823,enjoy_the_moment
10,leisure
3081,affection
90,enjoy_the_moment
845,affection
2608,bonding
457,enjoy_the_moment
1779,affection
902,exercise
4205,affection
234,achievement
769,affection
859,bonding
82,affection
241,leisure
493,affection
4103,enjoy_the_moment
1360,affection
2540,enjoy_the_moment
1729,achievement
326,achievement
247,bonding
195,affection
11842,affection
2679,achievement
2053,achievement
128,bonding
772,affection
2817,achievement
596,affection
865,affection
685,affection
1532,affection
47,leisure
1078,affection
13194,leisure
820,leisure
3678,achievement
4603,leisure
2070,achievement
384,affection
16,affection
6584,achievement
1981,enjoy_the_moment
361,affection
11910,affection
10127,affection
1296,affection
3196,enjoy_the_moment
239,affection
272,affection
741,bonding
31,leisure
217,achievement
131,enjoy_the_moment
1636,achievement
4894,achievement
1226,exercise
1007,affection
834,achievement
58,achievement
1202,achievement
1,affection
5310,achievement
147,bonding
2636,achievement
105,leisure
4,affection
4129,affection
1473,affection
330,affection
726,bonding
46,bonding
836,affection
6190,affection
4081,affection
1306,achievement
5136,affection
11343,achievement
2072,affection
10202,nature
3291,affection
1330,affection
3225,achievement
11611,enjoy_the_moment
9734,affection
618,enjoy_the_moment
1377,achievement
245,affection
1668,leisure
8491,enjoy_the_moment
4138,affection
143,exercise
6,enjoy_the_moment
271,achievement
2977,enjoy_the_moment
1068,enjoy_the_moment
1289,affection
1225,affection
823,affection
10,affection
3081,bonding
90,achievement
845,achievement
2608,achievement
457,bonding
1779,affection
902,enjoy_the_moment
4205,affection
234,achievement
769,achievement
859,enjoy_the_moment
82,bonding
241,enjoy_the_moment
493,achievement
4103,leisure
1360,affection
2540,enjoy_the_moment
1729,achievement
326,achievement
247,affection
195,achievement
11842,affection
2679,achievement
2053,affection
128,leisure
772,affection
2817,bonding
596,affection
865,achievement
685,achievement
1532,achievement
47,affection
1078,enjoy_the_moment
13194,enjoy_the_moment
820,achievement
3678,bonding
4603,achievement
2070,achievement
384,achievement
16,bonding
6584,achievement
1981,achievement
361,bonding
11910,enjoy_the_moment
10127,enjoy_the_moment
1296,achievement
3196,enjoy_the_moment
239,achievement
272,affection
741,bonding
31,leisure
1216,affection
217,affection
131,leisure
1636,exercise
4894,enjoy_the_moment
1226,leisure
1007,leisure
834,affection
58,enjoy_the_moment
1202,enjoy_the_moment
1,achievement
5310,nature
147,bonding
2636,affection
105,achievement
4,enjoy_the_moment
4129,enjoy_the_moment
1473,enjoy_the_moment
330,achievement
726,achievement
46,achievement
836,enjoy_the_moment
6190,affection
4081,achievement
1306,bonding
5136,affection
11343,achievement
2072,achievement
10202,leisure
3291,achievement
1330,affection
3225,affection
11611,enjoy_the_moment
9734,enjoy_the_moment
618,achievement
1377,leisure
245,affection
1668,enjoy_the_moment
8491,leisure
4138,leisure
143,achievement
6,bonding
271,affection
2977,leisure
1068,affection
1289,affection
1225,affection
823,enjoy_the_moment
10,affection
3081,achievement
90,enjoy_the_moment
845,affection
2608,achievement
457,enjoy_the_moment
1779,nature
902,leisure
4205,achievement
234,achievement
769,affection
859,affection
82,achievement
241,enjoy_the_moment
493,affection
4103,affection
8449,affection
247,affection
1729,achievement
47,affection
128,affection
10692,affection
361,nature
8304,enjoy_the_moment
4,affection
834,affection
272,affection
31,affection
1636,exercise
13448,affection
9204,affection
2857,achievement
13498,bonding
58,affection
482,affection
1203,enjoy_the_moment
13176,achievement
1,achievement
46,affection
168,bonding
1989,affection
9399,affection
1141,affection
1000,nature
2343,bonding
2208,achievement
3040,affection
1052,bonding
682,leisure
1004,achievement
4199,affection
104,enjoy_the_moment
3712,affection
33,leisure
433,affection
967,achievement
150,enjoy_the_moment
618,leisure
334,leisure
13424,enjoy_the_moment
123,affection
637,achievement
1303,affection
12468,affection
7761,nature
36,achievement
746,bonding
4779,affection
1712,exercise
11,achievement
417,bonding
42,affection
512,achievement
178,affection
231,affection
2070,achievement
18,affection
6587,enjoy_the_moment
143,enjoy_the_moment
925,achievement
505,bonding
5325,affection
3868,enjoy_the_moment
84,leisure
933,affection
2497,nature
873,nature
284,enjoy_the_moment
127,affection
1359,nature
310,affection
99,leisure
43,leisure
5905,achievement
823,enjoy_the_moment
12252,affection
4288,achievement
264,affection
1225,affection
309,achievement
11963,achievement
419,achievement
198,affection
239,bonding
139,achievement
148,affection
333,enjoy_the_moment
97,achievement
9268,enjoy_the_moment
90,enjoy_the_moment
2752,affection
63,bonding
5614,affection
64,affection
1554,achievement
1397,bonding
7899,nature
1115,affection
287,affection
65,bonding
2155,enjoy_the_moment
457,enjoy_the_moment
77,leisure
12124,affection
1350,affection
6310,bonding
9626,affection
520,exercise
276,affection
108,affection
12263,affection
37,enjoy_the_moment
1347,achievement
75,affection
11485,bonding
160,achievement
678,enjoy_the_moment
484,achievement
565,bonding
112,affection
625,affection
691,affection
1611,enjoy_the_moment
9700,affection
286,affection
3054,affection
4190,enjoy_the_moment
374,enjoy_the_moment
7517,affection
10255,bonding
1799,achievement
889,affection
561,affection
130,exercise
1635,affection
56,bonding
390,affection
207,achievement
1034,bonding
100,leisure
283,enjoy_the_moment
2383,achievement
115,affection
2084,affection
687,affection
30,achievement
3238,achievement
106,achievement
643,enjoy_the_moment
227,achievement
234,achievement
281,bonding
2189,bonding
1206,enjoy_the_moment
919,leisure
518,leisure
922,affection
2512,achievement
203,bonding
306,bonding
3235,affection
8,bonding
1804,affection
7314,affection
4188,achievement
10310,affection
319,affection
11962,affection
1033,affection
4196,affection
684,affection
8538,affection
117,achievement
474,affection
1343,affection
2957,bonding
6481,enjoy_the_moment
270,enjoy_the_moment
406,affection
382,achievement
4337,achievement
60,affection
98,affection
