wid,age,gender,marital,parenthood,predicted_category
3305,30,m,single,n,achievement
3306,33,f,single,n,achievement
3307,35,f,single,y,achievement
3309,31,m,married,y,achievement
3310,26,f,single,y,affection
3311,24,m,single,n,achievement
3312,24,m,single,n,achievement
3313,27,m,single,n,achievement
3314,37,f,married,y,achievement
3315,20,f,single,n,achievement
3316,26,m,married,y,achievement
3317,40,f,single,n,achievement
3318,23,m,single,n,achievement
3319,29,f,married,n,achievement
3320,32,f,single,y,achievement
3321,33,m,single,n,achievement
3322,42,m,married,y,achievement
3323,39,f,married,y,affection
3324,24,m,single,n,affection
3325,26,m,single,n,affection
3326,21,f,single,n,achievement
3327,23,m,single,n,achievement
3329,24,m,single,n,achievement
3330,23,f,single,n,achievement
3331,28,f,single,n,achievement
3332,27,f,single,n,achievement
3334,23,m,single,n,achievement
3335,37,m,married,y,affection
3336,25,f,single,n,achievement
3337,42,m,married,y,achievement
3338,30,m,single,n,achievement
3342,30,m,single,n,achievement
3343,40,f,married,n,achievement
3344,26,m,single,n,achievement
3345,29,f,married,n,achievement
3348,27,m,married,n,achievement
3349,36,f,married,y,affection
3351,47,m,single,n,achievement
3352,40,f,married,y,affection
3353,24,f,married,n,achievement
3355,31,m,married,n,achievement
3357,22,m,single,n,achievement
3358,43,f,single,n,achievement
3359,23,m,single,n,achievement
3360,26,m,single,n,achievement
3362,30,f,married,y,achievement
3363,49,m,married,y,achievement
3364,34,f,single,n,achievement
3366,32,m,married,y,affection
3367,21,f,single,n,achievement
3368,21,f,single,n,achievement
3369,35,m,single,n,achievement
3370,31,f,married,y,affection
3371,20,f,single,n,achievement
3373,26,m,single,n,achievement
3374,44,m,married,y,achievement
3376,33,f,married,n,achievement
3377,34,f,married,y,affection
3378,38,f,married,y,affection
3379,45,m,married,y,affection
3381,23,m,single,n,achievement
3383,49,f,married,y,achievement
3384,35,f,married,y,achievement
3386,32,f,married,n,achievement
3387,22,f,single,n,achievement
3388,36,m,single,n,achievement
3389,24,f,single,n,achievement
3390,31,m,single,n,affection
3392,55,m,married,y,achievement
3393,30,m,married,n,achievement
3394,36,f,single,n,achievement
3399,23,f,married,y,affection
3400,39,f,married,n,achievement
3402,25,f,single,n,achievement
3403,48,f,single,n,achievement
3404,50,f,single,y,achievement
3405,38,m,single,n,achievement
3406,37,f,single,n,affection
3407,25,m,married,n,achievement
3409,27,f,married,y,achievement
3412,25,m,single,n,achievement
3414,37,m,single,n,achievement
3415,37,m,single,y,achievement
3416,28,f,single,n,achievement
3417,23,f,single,n,achievement
3419,26,m,single,n,achievement
3421,33,f,single,n,achievement
3422,40,f,single,n,achievement
3423,45,f,married,y,achievement
3424,36,m,married,y,achievement
3425,34,f,married,y,achievement
3426,20,m,single,n,achievement
3427,50,f,married,y,achievement
3430,23,f,single,n,achievement
3431,30,m,single,n,achievement
3432,30,m,single,n,achievement
3433,35,m,single,n,achievement
3434,23,f,married,y,achievement
3435,36,f,married,n,affection
3436,29,m,married,n,achievement
3437,27,m,single,n,achievement
3438,21,f,single,n,affection
3440,26,f,single,n,achievement
3441,43,m,single,n,achievement
3442,23,f,married,n,achievement
3444,28,m,single,n,achievement
3446,26,f,married,y,achievement
3447,21,m,single,n,achievement
3448,29,m,single,n,achievement
3451,27,f,single,n,achievement
3452,20,m,single,n,achievement
3453,27,m,married,n,achievement
3455,39,m,married,y,achievement
3456,25,m,single,n,affection
3458,33,m,married,y,achievement
3459,26,m,single,n,achievement
3462,45,f,married,y,achievement
3464,23,f,single,n,achievement
3466,30,f,single,n,achievement
3468,30,m,single,n,achievement
3469,29,f,married,n,affection
3471,18,m,single,n,achievement
3472,28,f,married,n,achievement
3473,33,f,single,y,affection
3474,34,f,married,y,achievement
3475,44,m,married,y,achievement
3477,37,m,single,n,achievement
3478,30,m,married,y,achievement
3479,40,m,single,n,achievement
3480,44,f,married,y,achievement
3481,21,f,single,n,achievement
3482,32,f,married,y,achievement
3483,24,m,single,n,achievement
3484,49,f,married,y,achievement
3485,21,m,single,n,achievement
3488,24,m,single,n,achievement
3489,29,m,single,n,achievement
3490,28,m,married,n,achievement
3491,34,f,married,y,achievement
3493,31,f,married,y,achievement
3494,22,m,single,n,achievement
3495,25,m,single,n,achievement
3496,23,f,single,n,achievement
3497,30,m,single,n,achievement
3499,25,m,single,n,achievement
3500,30,f,married,y,achievement
3503,28,m,single,n,achievement
3505,32,m,married,n,achievement
3506,29,m,single,n,affection
3507,38,m,single,n,achievement
3508,30,m,single,n,achievement
3510,21,m,single,n,affection
3511,28,m,single,n,affection
3512,26,m,single,n,achievement
3513,24,m,single,n,achievement
3514,26,f,single,n,achievement
3515,36,f,married,n,affection
3517,44,f,married,y,affection
3518,31,f,married,y,achievement
3520,22,f,single,n,achievement
3522,30,m,single,n,achievement
3523,25,m,married,n,achievement
3524,48,f,married,y,achievement
3525,42,f,married,y,achievement
3526,55,m,married,n,achievement
3527,31,f,single,n,achievement
3529,46,f,married,y,achievement
3530,23,f,single,n,achievement
3531,22,m,single,n,achievement
3533,39,m,married,y,affection
3534,24,f,single,n,achievement
3535,23,f,single,n,achievement
3536,31,f,married,y,affection
3538,36,f,single,n,achievement
3540,34,m,married,n,achievement
3541,30,m,married,y,achievement
3542,32,m,single,n,achievement
3543,19,m,single,n,achievement
3544,41,m,married,y,achievement
3545,32,m,married,y,achievement
3546,46,f,married,y,achievement
3548,46,m,married,y,achievement
3549,33,f,married,y,affection
3550,27,m,single,n,achievement
3551,19,m,single,n,achievement
3552,25,m,single,n,achievement
3556,23,m,single,n,achievement
3558,30,m,single,n,achievement
3562,30,f,single,n,achievement
3563,30,f,married,y,achievement
3564,50,f,single,n,achievement
3566,19,m,single,n,achievement
3567,30,m,married,n,achievement
3568,51,f,married,y,achievement
3569,24,f,single,n,achievement
3570,20,f,single,n,achievement
3572,32,m,single,n,achievement
3574,38,m,married,n,achievement
3575,38,f,single,y,achievement
3576,22,f,single,n,achievement
3577,39,f,married,y,affection
3579,39,f,married,y,achievement
3580,34,f,single,n,achievement
3581,27,f,married,n,achievement
3582,24,f,single,y,achievement
3584,20,m,single,n,achievement
3587,45,f,married,y,achievement
3588,25,f,single,n,achievement
3591,37,m,married,y,achievement
3592,40,f,married,n,achievement
3594,50,f,married,y,achievement
3595,27,m,married,y,achievement
3596,20,f,single,n,achievement
3597,29,m,single,n,affection
3598,33,f,single,n,achievement
3599,27,m,single,n,achievement
3601,54,f,single,n,affection
3602,41,f,single,n,achievement
3603,28,m,single,n,achievement
3604,19,m,single,n,achievement
3605,32,f,married,y,affection
3607,31,m,married,n,achievement
3608,35,m,single,n,achievement
3609,38,f,married,y,affection
3610,24,m,single,n,achievement
3611,22,f,married,y,achievement
3615,23,m,married,y,achievement
3616,32,m,married,y,affection
3617,24,m,single,n,achievement
3618,20,m,single,n,achievement
3621,44,m,married,y,achievement
3622,36,f,married,y,achievement
3624,28,m,single,n,achievement
3626,35,m,married,y,achievement
3627,37,f,single,n,achievement
3629,32,f,single,n,achievement
3630,27,f,married,n,achievement
3631,28,m,single,n,achievement
3632,34,f,married,y,achievement
3633,35,f,married,y,achievement
3634,24,f,single,n,achievement
3636,40,f,single,n,achievement
3639,41,m,married,y,affection
3640,42,m,single,y,achievement
3642,22,f,single,n,achievement
3643,28,m,single,n,achievement
3644,55,m,married,y,achievement
3646,31,f,single,n,achievement
3647,35,f,married,y,achievement
3648,21,m,single,n,achievement
3649,32,m,married,n,achievement
3650,39,f,married,y,achievement
3653,25,m,single,n,achievement
3656,32,m,married,y,achievement
3657,43,f,married,y,achievement
3660,22,m,single,n,achievement
3662,22,f,single,n,achievement
3663,34,f,married,y,achievement
3664,30,f,single,y,affection
3665,19,f,single,n,affection
3666,35,f,single,n,achievement
3667,25,f,single,n,achievement
3669,32,m,married,n,achievement
3670,32,f,single,n,achievement
3671,31,m,single,n,achievement
3672,25,m,single,n,achievement
3673,23,f,single,n,achievement
3675,40,f,single,y,achievement
3676,25,f,married,n,achievement
3678,25,f,married,n,achievement
3679,28,f,single,y,affection
3680,30,m,married,y,affection
3681,40,f,married,n,achievement
3682,21,m,single,n,achievement
3684,49,f,married,y,achievement
3685,22,f,single,n,achievement
3687,22,m,single,n,achievement
3688,36,m,single,n,achievement
3690,23,f,married,n,achievement
3693,27,m,single,n,achievement
3695,25,f,single,y,achievement
3696,29,f,single,n,achievement
3697,25,f,single,n,achievement
3699,19,m,single,n,affection
3700,47,m,single,n,achievement
3701,21,m,single,n,affection
3702,31,f,single,n,achievement
3704,22,f,single,n,achievement
3705,40,f,single,n,achievement
3708,42,f,married,n,achievement
3711,27,m,married,y,achievement
3712,32,f,single,y,affection
3713,25,f,single,n,achievement
3714,27,f,single,n,achievement
3716,21,m,single,n,achievement
3717,28,m,married,n,achievement
3718,31,f,single,n,achievement
3719,32,m,single,n,achievement
3720,23,f,single,n,achievement
3721,21,m,single,n,affection
3723,51,f,married,y,achievement
3724,30,f,married,y,achievement
3725,48,m,single,y,achievement
3727,28,m,married,n,achievement
3728,31,m,single,n,achievement
3730,26,m,single,n,achievement
3731,44,f,single,y,achievement
3732,38,m,married,y,achievement
3733,25,f,married,y,affection
3734,24,f,single,n,achievement
3735,34,m,single,n,achievement
3736,30,m,married,n,affection
3739,36,m,single,n,achievement
3740,23,m,married,y,affection
3742,25,m,married,y,achievement
3743,19,m,single,n,achievement
3744,21,m,single,n,achievement
3746,49,f,married,y,affection
3747,24,m,single,n,achievement
3748,26,f,single,n,affection
3751,42,m,married,y,achievement
3752,35,f,married,y,achievement
3753,38,f,married,n,achievement
3754,30,f,married,y,affection
3755,24,m,single,n,achievement
3757,27,m,single,n,achievement
3758,25,f,married,n,achievement
3760,27,m,married,y,achievement
3763,24,f,single,n,achievement
3764,27,f,married,y,achievement
3766,31,m,married,y,achievement
3767,19,m,single,n,achievement
3768,30,f,single,n,achievement
3769,41,m,married,y,achievement
3770,35,f,single,n,achievement
3772,21,m,single,n,achievement
3774,21,m,single,n,affection
3777,22,m,single,n,achievement
3778,30,f,married,y,achievement
3780,27,f,single,n,achievement
3782,28,m,married,y,achievement
3783,23,m,single,n,achievement
3786,38,m,married,y,achievement
3788,23,f,single,y,achievement
3791,21,m,single,n,achievement
3792,33,f,single,n,achievement
3793,28,m,married,y,achievement
3794,32,m,single,n,achievement
3795,32,m,married,y,affection
3796,24,m,married,n,achievement
3798,21,f,single,n,achievement
3800,27,m,single,n,achievement
3802,42,f,married,y,affection
3803,23,f,single,n,affection
3804,52,f,married,y,achievement
3805,23,m,single,n,affection
3806,24,m,married,y,achievement
3807,52,m,married,y,achievement
3808,27,m,single,n,affection
3810,27,f,married,y,affection
3811,21,f,married,n,achievement
3812,28,m,single,n,achievement
3813,29,f,single,n,achievement
3816,44,m,single,n,affection
3817,25,m,single,n,achievement
3818,29,m,single,n,achievement
3819,26,f,married,y,achievement
3820,31,f,single,n,affection
3822,32,m,married,y,achievement
3823,43,m,married,y,affection
3824,33,f,married,n,achievement
3825,21,m,single,n,achievement
3826,25,m,single,n,achievement
3827,52,m,married,y,achievement
3828,38,f,married,y,achievement
3829,40,f,married,y,affection
3830,35,f,single,n,achievement
3831,23,f,married,y,achievement
3833,22,m,single,n,achievement
3835,54,f,single,y,achievement
3836,36,f,married,n,affection
3837,19,m,single,n,achievement
3838,38,f,married,y,achievement
3839,27,m,single,n,achievement
3841,33,m,married,y,achievement
3842,27,f,single,n,achievement
3843,32,f,married,n,affection
3844,33,m,married,y,affection
3845,45,m,married,n,achievement
3846,40,m,married,y,achievement
3847,20,f,married,n,achievement
3848,19,f,single,n,achievement
3849,31,f,single,n,achievement
3850,30,m,single,n,achievement
3851,25,m,married,y,achievement
3853,24,f,single,n,achievement
3854,54,f,married,y,affection
3855,34,f,married,y,achievement
3856,47,f,single,n,achievement
3858,42,m,married,y,affection
3859,25,f,married,y,achievement
3860,27,m,single,n,achievement
3861,19,m,single,n,achievement
3862,21,m,single,n,achievement
3866,31,f,single,n,achievement
3868,27,f,single,n,achievement
3869,28,m,single,y,achievement
3870,29,m,single,y,achievement
3872,35,m,single,n,achievement
3873,28,m,married,y,achievement
3875,22,f,single,n,affection
3876,48,f,married,y,achievement
3877,42,m,married,y,achievement
3878,37,f,married,n,achievement
3879,41,f,married,y,achievement
3882,26,m,single,n,achievement
3885,26,f,single,n,affection
3886,32,f,married,y,affection
3887,43,m,married,n,affection
3888,40,f,single,y,achievement
3890,27,m,single,n,achievement
3892,25,m,single,n,achievement
3893,38,m,married,y,achievement
3894,29,m,married,n,achievement
3895,46,f,married,y,achievement
3896,53,m,married,y,affection
3898,23,f,single,n,affection
3899,25,m,single,n,achievement
3900,22,m,single,n,achievement
3901,31,f,married,y,achievement
3902,50,m,married,n,achievement
3903,31,m,married,n,achievement
3904,26,m,single,n,achievement
3905,37,m,single,n,achievement
3908,24,m,single,n,achievement
3909,19,m,single,n,achievement
3910,55,f,married,y,achievement
3911,22,f,single,y,achievement
3912,29,m,married,y,affection
3913,26,m,single,n,affection
3915,18,f,single,n,achievement
3916,26,m,single,n,achievement
3919,47,m,single,n,achievement
3920,24,f,single,n,affection
3921,23,f,single,n,achievement
3922,40,m,single,n,achievement
3923,20,f,single,n,achievement
3924,25,f,single,n,achievement
3926,24,m,married,n,achievement
3927,34,m,married,y,achievement
3928,35,f,single,n,achievement
3929,29,f,single,n,achievement
3930,41,m,single,n,achievement
3933,34,m,single,n,achievement
3934,23,m,single,n,achievement
3935,43,f,married,y,affection
3936,23,m,single,n,achievement
3937,25,f,married,n,affection
3938,21,m,single,n,achievement
3940,24,m,single,n,achievement
3942,29,f,single,n,achievement
3944,28,m,married,n,achievement
3946,33,f,married,y,achievement
3947,27,f,single,y,achievement
3948,32,f,married,y,achievement
3949,33,f,married,n,achievement
3950,23,f,single,y,achievement
3951,27,f,married,n,achievement
3952,31,f,single,n,achievement
3953,32,f,married,y,achievement
3954,24,m,single,n,achievement
3955,25,f,single,n,achievement
3958,52,f,married,y,affection
3959,23,f,single,n,achievement
3961,23,f,single,n,achievement
3962,37,f,married,y,achievement
3963,27,f,single,n,achievement
3964,28,m,single,n,achievement
3967,26,f,single,n,achievement
3968,29,m,single,n,achievement
3969,36,m,single,n,achievement
3970,53,m,single,n,affection
3971,31,m,single,n,achievement
3972,28,m,single,n,achievement
3973,31,f,single,n,achievement
3974,33,f,married,y,affection
3975,25,m,single,n,achievement
3976,35,f,married,n,achievement
3977,32,f,married,y,achievement
3978,21,f,single,n,achievement
3979,25,f,single,n,affection
3980,30,f,single,n,achievement
3981,22,m,single,n,achievement
3982,33,m,married,n,achievement
3983,31,f,single,n,achievement
3984,23,f,single,y,affection
3985,36,f,married,y,achievement
3989,31,f,single,n,achievement
3991,34,f,married,y,achievement
3992,27,m,single,n,achievement
3993,18,m,single,n,achievement
3995,23,m,single,n,affection
3996,42,m,married,y,achievement
3997,34,m,married,y,achievement
4002,37,m,married,y,achievement
4003,28,f,married,y,achievement
